0.000000000000000000e+00 0.000000000000000000e+00 -4.253351730668750164e-01 2.587680882788530479e+00
1.282051282051281937e-01 1.643655489809335568e-02 4.171715382576310915e-01 4.229036736404779839e-01
2.564102564102563875e-01 6.574621959237342272e-02 -9.382817485357035636e-01 1.882321869524845814e+00
3.846153846153845812e-01 1.479289940828402150e-01 -1.312774400054927515e+00 6.569484790404171992e-01
5.128205128205127750e-01 2.629848783694936909e-01 2.800614338595847075e-01 1.514587310282457855e+00
6.410256410256409687e-01 4.109138724523339059e-01 -5.481960621919391707e-01 5.780144512393973200e-01
7.692307692307691624e-01 5.917159763313608600e-01 7.427812471106615133e-01 2.317229567599435214e+00
8.974358974358973562e-01 8.053911900065744423e-01 2.334516387448556607e+00 3.653967814232005340e-01
1.025641025641025550e+00 1.051939513477974764e+00 1.233648564559628680e+00 2.512441963811557155e+00
1.153846153846153744e+00 1.331360946745561824e+00 2.105681949941025977e+00 2.534264511038932799e-01
1.282051282051281937e+00 1.643655489809335624e+00 2.700160114275210077e+00 4.667604603074349434e+00
1.410256410256410131e+00 1.988823142669296162e+00 1.393164373277509860e+00 1.078720951986354093e+00
1.538461538461538325e+00 2.366863905325443440e+00 2.284309321082934829e+00 3.400741402484081521e-01
1.666666666666666519e+00 2.777777777777777235e+00 2.939907348187876135e+00 5.921471418372854512e-01
1.794871794871794712e+00 3.221564760026297769e+00 2.233292266521180292e+00 2.179882444757173854e+00
1.923076923076922906e+00 3.698224852071005042e+00 3.497566695526546088e+00 1.003641660649043227e-01
2.051282051282051100e+00 4.207758053911899054e+00 4.849804743048236944e+00 3.861305024568142397e-01
2.179487179487179294e+00 4.750164365548980250e+00 4.845114433743596294e+00 3.418625592549237591e-01
2.307692307692307487e+00 5.325443786982247296e+00 3.953728205711066312e+00 7.718854915360467972e-01
2.435897435897435681e+00 5.933596318211701970e+00 6.187056513692410498e+00 8.203733077924025840e-01
2.564102564102563875e+00 6.574621959237342494e+00 7.652096161444818634e+00 1.661211970212677747e+00
2.692307692307692069e+00 7.248520710059170646e+00 7.578330624137080918e+00 4.173649051987207148e-01
2.820512820512820262e+00 7.955292570677184649e+00 7.120927597009154120e+00 1.665730287074657645e-01
2.948717948717948456e+00 8.694937541091386279e+00 9.345121196604900149e+00 7.365196327107893515e-01
3.076923076923076650e+00 9.467455621301773760e+00 1.093963604224696162e+01 1.701205949999696987e+00
3.205128205128204844e+00 1.027284681130834798e+01 8.992070607223062950e+00 1.383971791774272868e-02
3.333333333333333037e+00 1.111111111111110894e+01 1.078363698085400912e+01 6.481690675913643895e-01
3.461538461538461231e+00 1.198224852071005664e+01 1.142465655841940375e+01 7.867898107607941283e-01
3.589743589743589425e+00 1.288625904010519108e+01 1.165013136358104084e+01 1.046744144792285836e+00
3.717948717948717618e+00 1.382314266929651225e+01 1.364515021502760561e+01 1.019230681832127061e+00
3.846153846153845812e+00 1.479289940828402017e+01 1.293772279879136278e+01 6.099524220061511848e-01
3.974358974358974006e+00 1.579552925706771660e+01 1.751533054853980431e+01 6.730751940037864589e-01
4.102564102564102200e+00 1.683103221564759622e+01 1.517315146068567699e+01 5.443867757001985552e-01
4.230769230769229949e+00 1.789940828402366080e+01 1.777920295964292308e+01 3.304466871500288505e+00
4.358974358974358587e+00 1.900065746219592100e+01 1.802396827027020265e+01 1.016914904507281614e+00
4.487179487179487225e+00 2.013477975016436616e+01 2.142781354942906802e+01 5.062165124226457591e-01
4.615384615384614975e+00 2.130177514792898918e+01 2.235545941178406792e+01 2.141214252114184979e-01
4.743589743589742724e+00 2.250164365548980072e+01 2.320092541505259476e+01 6.674181224256822142e-01
4.871794871794871362e+00 2.373438527284680788e+01 2.443984180097582382e+01 8.035051128448346125e-01
5.000000000000000000e+00 2.500000000000000000e+01 2.425638464118124915e+01 7.521619457709510792e-01
